Date,Price,Open,High,Low,Vol.,Change %,Content,Sentiment,Confidence_score_Positive,Confidence_score_Negative,Confidence_score_Neutral
2023-07-12,29.4,29.4,29.4,29.4,1.33K,0.00%,"The company has informed that it has credited the Bonus shares to the respective shareholders' BO Accounts and it has also disbursed the cash dividend to the respective shareholders for the year ended December 31, 2022.",Neutral,0.06444981,0.01951687,0.9160333
2023-06-26,29.4,29.4,29.4,29.4,37.49K,0.00%,"The company has informed that the Board of Directors has agreed in principle to purchase an Exchange House in Dubai, United Arab Emirates, subject to the approval of the respective Regulatory Authorities (both at home and abroad).",Positive,0.73436403,0.008412293,0.25722367
2023-06-22,29.4,29.4,29.4,29.4,48.57K,0.00%,"Credit Rating Agency of Bangladesh Limited (CRAB) has assigned the rating of the Company as ""AAA"" in the long term and ""ST-1"" in the short term along with Stable outlook based on audited financial statements up to December 31, 2022 and other relevant quantitative as well as qualitative information up to the date of rating declaration.",Neutral,0.15274811,0.0100444155,0.8372075
2023-05-10,29.4,29.4,29.4,29.4,3.37K,0.00%,(Q1 Un-audited): The company has further informed that NOCFPS has been increased significantly due to purchase (net) of low volume of trading securities (mostly treasury bills and bonds) and lesser decrease of other assets as compared to that of the same period of 2022.,Positive,0.95031834,0.031290106,0.018391544
2023-05-10,29.4,29.4,29.4,29.4,3.37K,0.00%,"(Q1 Un-audited): Consolidated EPS was Tk. 1.00 for January-March 2023 as against Tk. 1.11 (restated) for January-March 2022. Consolidated NOCFPS was Tk. 0.19 for January-March 2023 as against Tk. (4.76) (restated) for January-March 2022. Consolidated NAV per share was Tk. 34.29 as on March 31, 2023 and Tk. 30.94 (restated) as on March 31, 2022.",Neutral,0.018787041,0.070602804,0.91061014
2023-05-07,29.4,29.4,29.4,29.4,31.57K,-0.08%,"As per Regulation 16(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on May 09, 2023 at 4:00 PM to consider, among others, un-audited financial statements of the Company for the First Quarter (Q1) period ended March 31, 2023.",Neutral,0.025238544,0.024755586,0.9500059
2023-05-02,29.42,29.07,29.87,28.98,669.18K,-1.49%,"Trading of the shares of the company will be suspended on record date i.e., 03.05.2023",Negative,0.014546902,0.5897726,0.39568058
2023-04-27,29.6,28.98,29.78,28.98,689.61K,1.52%,"Trading of the shares of the company will be allowed only in the Spot Market and Block transaction will also be settled as per spot settlement cycle with cum benefit from 30.04.2023 to 02.05.2023 and trading of the shares will remain suspended on record date i.e., 03.05.2023.",Neutral,0.016572826,0.30116966,0.6822575
2023-04-06,28.27,28.27,28.27,28.27,987.30K,0.00%,"(Continuation news of EBL): anything so that the post-dividend retained earnings become negative or a debit balance while adoption of Annual Financial Statements for the year ended December 31, 2022. (end)",Negative,0.014129665,0.83585304,0.15001732
2023-04-06,28.27,28.27,28.27,28.27,987.30K,0.00%,The company has further informed the reasons for recommending stock dividend: Stock dividend has been recommended to strengthen the capital base of the company in order to support projected business growth and also to improve certain regulatory ratios. The company did not declare any dividend out of capital reserve account or the revaluation reserve account or any unrealized gain or out of profit earned prior to the incorporation of the bank or through reducing paid up capital or through doing (cont.),Neutral,0.23588051,0.010773932,0.75334555
2023-04-06,28.27,28.27,28.27,28.27,987.30K,0.00%,"There will be no price limit on the trading of the shares of the Company today (06.04.2023) following its corporate declaration. However, the floor price shall be applicable accordingly.",Neutral,0.020374062,0.031236758,0.9483891
2023-04-06,28.27,28.27,28.27,28.27,987.30K,0.00%,"(Continuation news of EBL): respectively for the year ended December 31, 2021. Reason for recommending stock dividend: Stock dividend has been recommended to strengthen the capital base of the Company in order to support projected business growth and also to improve certain regulatory ratios. (end)",Positive,0.694776,0.011422133,0.29380187
2023-04-06,28.27,28.27,28.27,28.27,987.30K,0.00%,"The Board of Directors has recommended 12.50% Cash and 12.50% Stock dividend for the year ended December 31, 2022. Date of AGM: 31.05.2023, Time: 11:00 AM, Venue: Digital Platform through the link: https://agmbd.live/ebl2023. Record date: 03.05.2023. The Company has also reported Consolidated EPS of Tk. 4.77, Consolidated NAV per share of Tk. 33.33 and Consolidated NOCFPS of Tk. (0.39) for the year ended December 31, 2022 as against Tk. 4.47 (restated), Tk. 29.48 (restated) and Tk. 12.54 (restated) (cont.)",Neutral,0.01999744,0.040469743,0.93953276
2023-03-30,28.27,28.27,28.27,28.27,71.91K,0.00%,"Refer to their earlier news disseminated by DSE on 29.03.2023 regarding Board Meeting schedule under LR 19(1), Eastern Bank Ltd. has informed that Bangladesh Bank (BB) has given due consent for declaring dividend for the year ended 31 December 2022 in compliance with the DOS Circular No. 01 dated 07 February 2021 of Bangladesh Bank.",Neutral,0.07523876,0.019260427,0.9055009
2023-03-29,28.27,28.27,28.27,28.27,1.05K,0.00%,"As per Regulation 19(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on April 05, 2023 at 4:00 PM to consider, among others, audited financial statements of the company for the year ended December 31, 2022.",Neutral,0.024379006,0.024197431,0.9514235
2022-10-27,28.27,28.27,28.27,28.27,35.76K,0.00%,"(Continuation news of EBL): The Company has informed that despite increase of sizeable amount of deposit, the consolidated NOCFPS turned negative during the period from January to September 2022 mainly due to buying of significant amount of govt. treasury securities (HFT) and increase of loan disbursement (net off repayment). However, the negative cash flow from operating activities was partly compensated by positive cash flow from financing activities. (end)",Negative,0.059036188,0.90585005,0.03511367
2022-10-27,28.27,28.27,28.27,28.27,35.76K,0.00%,"(Q3 Un-audited): Consolidated EPS was Tk. 1.39 for July-September 2022 as against Tk. 1.47 for July-September 2021; Consolidated EPS was Tk. 3.60 for January-September 2022 as against Tk. 3.74 for January-September 2021. Consolidated NOCFPS was Tk. (2.46) for January-September 2022 as against Tk. 18.04 for January-September 2021. Consolidated NAV per share was Tk. 32.04 as on September 30, 2022 and Tk. 29.48 as on December 31, 2021. (cont.)",Neutral,0.033142265,0.123861134,0.8429966
2022-10-20,28.36,28.27,28.36,28.27,9.26K,0.31%,"As per Regulation 16(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on October 26, 2022 at 2:30 PM to consider, among others, un-audited financial statements of the Company for the Third Quarter (Q3) period ended September 30, 2022.",Neutral,0.0257037,0.025085105,0.9492112
2022-09-22,28.36,28.44,28.8,28.36,338.94K,-0.62%,"Refer to their earlier news disseminated by DSE on 26.01.2022 regarding decision to issue Non-Convertible 3rd Subordinated Bond, the Company further informed that Bangladesh Securities and Exchange Commission (BSEC) has given consent to issue Non-Convertible, Unsecured Floating rate Fully-redeemable Subordinated Bond through private placement in cash consideration amounting to BDT 500.00 Crore for 7 years for raising 'Tier-II Capital Base' of the Company. The coupon rate of the bond will be 6%-9% p. a.",Neutral,0.08619322,0.008976272,0.9048306
